Date,Open,High,Low,Close,Adj Close,Volume
1997-09-08,2.531250,3.020833,2.500000,3.000000,3.000000,5648400
1997-09-09,3.140625,3.385417,3.026042,3.239583,3.239583,8971200
1997-09-10,3.312500,3.328125,3.125000,3.302083,3.302083,3866400
1997-09-11,3.333333,3.333333,3.041667,3.156250,3.156250,4262400
1997-09-12,3.187500,3.697917,3.156250,3.687500,3.687500,3333600
1997-09-15,3.666667,3.677083,3.052083,3.093750,3.093750,5583600
1997-09-16,3.125000,3.541667,3.119792,3.354167,3.354167,6432000
1997-09-17,3.458333,3.500000,3.333333,3.406250,3.406250,2607600
1997-09-18,3.437500,3.468750,3.281250,3.291667,3.291667,2128800
1997-09-19,3.380208,4.083333,3.375000,3.947917,3.947917,8929200
1997-09-22,4.000000,4.677083,3.947917,4.500000,4.500000,16938000
